File-nr,logatome,SAM-PA,diphone,language
1964,ATATHDADAI,QataDdadaI,Dd,ENG
1965,PATAWFADAU,patawfadaU,wf,ENG
1966,ADUWWADAI,QadUwadaI,Uw,ENG
1967,DATARÜHTADEU,da:tary:tadOY,ry:,ENG
1968,ATATSCHOUTEU,QatatS@UtOY,tS@U,ENG
1969,ATALHADEU,QataLhadOY,Lh,ENG
1970,ATAWJADEU,QatawjadOY,wj,ENG
1971,ADOU ADAI,Qad@UQadaI,@UQ,ENG
1972,PATEIGADAU,patEIgadaU,EIg,ENG
1973,DATALÜHTADEU,dataLy:tadOY,Ly:,ENG
1974,ATALITTADAU,QataLItadaU,LI,ENG
1975,*OUTATADAI,@UtatadaI,*@U,ENG
1976,ADAUTHADAI,QadaUDadaI,aUD,ENG
1977,DATATHOHTADEU,dataDo:tadOY,Do:,ENG
1978,ATANTHADAI,QatanDadaI,nD,ENG
1979,ATÖHLADEU,Qat2:LadOY,2:L,ENG
1980,ATÜRRADEU,QatYra:daU,Yr,ENG
1981,ATALDADAI,QataLdadaI,Ld,ENG
1982,ATEIÖTTADAU,QatEI9tadaU,EI9,ENG
1983,ATOUERTADEU,Qat@U6tadOY,@U6,ENG
1984,ADEISCHADAI,QadEISadaI,EIS,ENG
1985,ATAWTHADAI,QatawDadaI,wD,ENG
1986,ADEIWADAI,QadEIwadaI,EIw,ENG/ENG
1987,ADÖHWADAI,Qad2:wadaI,2:w,ENG/ENG
1988,ATAROUTADEU,QataR@UtadOY,R@U,ENG
1989,DATATHIEHTADEU,dataDi:tadOY,Di:,ENG
1990,PATARKADAU,patarkadaU,rk,ENG
1991,ATASCHWADAI,QataZwadaI,Zw,ENG
1992,ADÄWWADAI,QadEwadaI,Ew,ENG
1993,ATAWOTTADAU,QatawOtadaU,wO,ENG
1994,PATATHGADAU,pataTgadaU,Tg,ENG
1995,ATAJWADAI,QatajwadaI,jw,ENG
1996,DATALEHTADEU,dataLe:tadOY,Le:,ENG
1997,ATEENGADEU,Qate:NadOY,e:N,ENG
1998,ATEURADEU,QatOYradOY,OYr,DE
1999,ATALOUTADEU,Qatal@UtadOY,l@U,ENG
2000,ATAGEITEU,QatagEItOY,gEI,ENG
2001,ATABEIDEU,QatabEIdOY,bEI,ENG
2002,ATARAUTADEU,QataraUtadOY,raU,ENG
2003,ATUHRADEU,Qatu:ra:daU,u:r,ENG
2004,ATAPFLADEU,QatapfLadOY,pfL,ENG
2005,ATIERADEU,Qati:ra:daU,i:r,ENG
2006,ATATWADAI,QatatwadaI,tw,ENG
2007,ATAPFTHADAI,QatapfTadaI,pfT,ENG
2008,ATALWADAI,QataLvadaI,Lv,ENG
2009,ATAURADEU,QataUra:daU,aUr,ENG
2010,ATAMRADEU,Qatamra:daU,mr,ENG
2011,PATARFADAU,patarfadaU,rf,ENG
2012,ATATHBADAI,QataTbadaI,Tb,ENG
2013,ATALTHTADAI,QataLTadaI,LT,ENG
2014,ATABRADEU,QatabradOY,br,ENG/ENG
2015,ATATSCHTHADAI,QatatSDadaI,tSD,ENG
2016,ATEILADEU,QatEIladOY,EIl,ENG
2017,ATATHWADAI,QataDwadaI,Dw,ENG
2018,ATAWAUTADEU,QatawaUtadOY,waU,ENG/ENG
2019,ATAW ADAI,QatawQadaI,wQ,ENG
2020,DATEIIEHTADEU,datEIi:tadOY,EIi:,ENG
2021,ATAPFRADEU,Qatapfra:daU,pfr,ENG
2022,DATARAHTADEU,da:tara:tadOY,ra:,ENG
2023,ATATRADEU,Qatatra:daU,tr,ENG
2024,ATATZTHADAI,QatatsTadaI,tsT,ENG
2025,ATARSCHADAI,QatarZadaI,rZ,ENG
2026,ATABTHADAI,QatabTadaI,bT,ENG
2027,ATACHTHADAI,QataxDadaI,xD,ENG
2028,ATAWÜTTADAU,QatawYtadaU,wY,ENG
2029,ATALSCHADAI,QataLSadaI,LS,ENG
2030,ATOUATTADAU,QatO@UatadaU,@Ua,ENG
2031,ATAGTHADAI,QatagDadaI,gD,ENG
2032,ATÖLLADEU,Qat9LadOY,9L,ENG
2033,DATATHAHTADEU,dataDa:tadOY,Da:,ENG
2034,ATAPFWADAI,QatapfwadaI,pfw,ENG
2035,PATEIKADAU,patEIkadaU,EIk,ENG
2036,ATOHRADEU,Qato:ra:daU,o:r,ENG
2037,ATAFLADEU,QatafLadOY,fL,ENG
2038,ATATHÄTTADAU,QataTEtadaU,TE,ENG
2039,ATALÖTTADAU,QataL9tadaU,L9,ENG
2040,ATTERTHADAI,Qat6DadaI,6D,ENG
2041,ATAHEITEU,QatahEItOY,hEI,ENG
2042,ATEIOTTADAU,QatEIOtadaU,EIO,ENG
2043,ADEETHADAI,Qade:DadaI,e:D,ENG
2044,ATADLADEU,QatadLadOY,dL,ENG
2045,ADÜTHADAI,QadYTadaI,YT,ENG
2046,ATAWITTADAU,QatawItadaU,wI,ENG
2047,ATATHCHADAI,QataTxadaI,Tx,ENG
2048,DATEIOHTADEU,datEIo:tadOY,EIo:,ENG
2049,ATATSCHRADEU,QatatSra:daU,tSr,ENG
2050,ATOUMADEU,Qat@UmadOY,@Um,ENG
2051,ADEITZADAI,QadEItsadaI,EIts,ENG
2052,ATASCHWADAI,QataSwadaI,Sw,ENG
2053,ATARNGADEU,QatarNadOY,rN,ENG
2054,ATALOTTADAU,QataLOtadaU,LO,ENG
2055,ATAWÄTTADAU,QatawEtadaU,wE,ENG
2056,ATOUNADEU,Qat@UnadOY,@Un,ENG
2057,ATASLADEU,QatazLadOY,zL,ENG
2058,ADEUWADAI,QadOYwadaI,OYw,ENG
2059,ADOUOUTADEU,Qad@U@UtadOY,@U@U,ENG
2060,ATATHATTADAU,QataTatadaU,Ta,ENG/ENG
2061,ATANWADAI,QatanwadaI,nw,ENG
2062,ATOUHADEU,Qat@UhadOY,@Uh,ENG
2063,ATATHTADAI,QataDtadaI,Dt,ENG
2064,ATATEITADEU,QatatEItadOY,tEI,ENG
2065,DATOUIEHTADEU,dat@Ui:tadOY,@Ui:,ENG
2066,ATAWSADAI,QatawzadaI,wz,ENG
2067,ATTERADEU,Qat@radOY,@r,ENG
2068,ATADRADEU,Qatadra:daU,dr,ENG
2069,ATAPOUDEU,Qatap@UdOY,p@U,ENG
2070,ADÄTHADAI,QadETadaI,ET,ENG
2071,ATOUNGADEU,Qat@UNadOY,@UN,ENG
2072,PATATHKADAU,pataTkadaU,Tk,ENG
2073,ATACHEITADEU,QataxEItadOY,xEI,ENG
2074,ATTERTHADAI,Qat6TadaI,6T,ENG
2075,ATAWLADEU,QatawladOY,wl,ENG
2076,ADOUDADAI,Qad@UdadaI,@Ud,ENG
2077,ATAWUTTADAU,QatawUtadaU,wU,ENG
2078,DATATHÖHTADEU,dataD2:tadOY,D2:,ENG
2079,DATATHÖHTADEU,dataT2:tadOY,T2:,ENG
2080,PATATHTSADAU,pataDtsadaU,Dts,ENG
2081,ADISSADOU,QadIsad@U,@U*,ENG
2082,ATOUJADEU,Qat@UjadOY,@Uj,ENG
2083,ATAWTHADAI,QatavTadaI,vT,ENG
2084,ATTECHLADEU,QatECLadOY,CL,ENG
2085,ADIEWADAI,Qadi:wadaI,i:w,ENG
2086,ATAMOUTADEU,Qatam@UtadOY,m@U,ENG
2087,ATAMTHADAI,QatamTadaI,mT,ENG
2088,ATAWSCHADAI,QatawSadaI,wS,ENG
2089,ATASEITEU,QatasEItOY,sEI,ENG
2090,ATATHMADEU,QataTmadOY,Tm,ENG
2091,ATAWLADEU,QatawLadOY,wL,ENG
2092,ATOURADEU,Qat@UradOY,@Ur,ENG/ENG
2093,ATATHÄTTADAU,QataDEtadaU,DE,ENG/ENG
2094,ATALUTTADAU,QataLUtadaU,LU,ENG
2095,DATOUÖHTADEU,dat@U2:tadOY,@U2:,ENG
2096,ATATTHADAI,QatatTadaI,tT,ENG
2097,ATASCHEITEU,QataSEItOY,SEI,ENG
2098,ATOULADEU,Qat@UladOY,@Ul,ENG
2099,ATEERADEU,Qa:te:ra:daU,e:r,ENG
2100,ATATHOUTADEU,QataD@UtadOY,D@U,ENG
2101,PATATHKADAU,pataDkadaU,Dk,ENG/ENG
2102,ATANGWADAI,QataNwadaI,Nw,ENG
2103,ATIELADEU,Qati:LadOY,i:L,ENG
2104,ADEITHADAI,QadEITadaI,EIT,ENG
2105,ADUTHADAI,QadUDadaI,UD,ENG/ENG
2106,ATOUOTTADAU,Qat@UOtadaU,@UO,ENG
2107,ATA OUTANEU,QataQ@UtanOY,Q@U,ENG
2108,ATAWWADAI,QatavwadaI,vw,ENG
2109,ATATH ADAI,QataTQadaI,TQ,ENG
2110,DATATHEHTADEU,dataTe:tadOY,Te:,ENG
2111,ADOUWADAI,Qad@UwadaI,@Uw,ENG
2112,ADEUTHADAI,QadOYDadaI,OYD,ENG/ENG
2113,PATATHFADAU,pataTfadaU,Tf,ENG
2114,ATAWLADEU,QatavLadOY,vL,ENG
2115,ATASLADEU,QatasLadOY,sL,ENG
2116,ADEIDADAI,QadEIdadaI,EId,ENG
2117,ADAHWADAI,Qada:wadaI,a:w,ENG
2118,ATATHUTTADAU,QataTUtadaU,TU,ENG
2119,ATATTHADAI,QatatDadaI,tD,ENG
2120,DATATHUHTADEU,dataTu:tadOY,Tu:,ENG
2121,ADOHTHADEI,Qado:TadaI,o:T,ENG
2122,ATATHLADEU,QataDladOY,Dl,ENG
2123,ATTETHADAI,Qat@DadaI,@D,ENG
2124,ATASCHOUTADEU,QataZ@UtadOY,Z@U,ENG
2125,ATASOUTEU,Qatas@UtOY,s@U,ENG
2126,PATATHGADAU,pataDgadaU,Dg,ENG
2127,ATALNGADEU,QataLNadOY,LN,ENG
2128,ATTECHRADEU,QatECra:daU,Cr,ENG
2129,DATOUAHTADEU,dat@Ua:tadOY,@Ua:,ENG
2130,ATTECHEITEU,QatECEItOY,CEI,ENG
2131,ATATHDADAI,QataTdadaI,Td,ENG
2132,ATANGTHADAI,QataNTadaI,NT,ENG
2133,DATEIÖHTADEU,datEI2:tadOY,EI2:,ENG
2134,DATAWAHTADEU,datawa:tadOY,wa:,ENG
2135,ATASTHADAI,QatasTadaI,sT,ENG
2136,ATADTHADAI,QatadTadaI,dT,ENG
2137,ATARRADEU,QataRradOY,Rr,ENG
2138,ATATHSADAI,QataTsadaI,Ts,ENG
2139,DATAWÖHTADEU,dataw2:tadOY,w2:,ENG
2140,ATARDADAI,QatardadaI,rd,ENG
2141,ATAWNADEU,QatawnadOY,wn,ENG
2142,ATAWCHADEU,QatawxadOY,wx,ENG
2143,ATAWWERTADEU,Qataw6tadOY,w6,ENG
2144,ATANGRADEU,QataNradOY,Nr,ENG
2145,WADISADAI,wadizadaI,*w,ENG
2146,ATAWPADAI,QatawpadaI,wp,ENG
2147,ATAFTHADAI,QatafTadaI,fT,ENG
2148,DATAWUHTADEU,datawu:tadOY,wu:,ENG
2149,PATATHTSCHADAU,pataTtSadaU,TtS,ENG
2150,PATEIPFADAU,patEIpfadaU,EIpf,ENG
2151,ATARÜTTADAU,QatarYtadaU,rY,ENG
2152,ATOUUTTADAU,Qat@UUtadaU,@UU,ENG
2153,ADITHADAI,QadITadaI,IT,ENG
2154,ATARLADEU,QatarladOY,rl,ENG
2155,ATAWOUTADEU,Qataw@UtadOY,w@U,ENG
2156,ATATHUTTADAU,QataDUtadaU,DU,ENG/ENG
2157,ATARITTADAU,QatarItadaU,rI,ENG
2158,ATAREITADEU,QataREItadOY,REI,ENG
2159,ATATHOTTADAU,QataTOtadaU,TO,ENG
2160,ADOUPADAI,Qad@UpadaI,@Up,ENG
2161,ATATHPADAI,QataTpadaI,Tp,ENG
2162,ATATZOUTEU,Qatats@UtOY,ts@U,ENG
2163,ATANGOUTADEU,QataN@UtadOY,N@U,ENG
2164,ATANGTHADAI,QataNDadaI,ND,ENG
2165,ADÄTHADAI,QadEDadaI,ED,ENG
2166,ATATHRADEU,QataTRadOY,TR,ENG
2167,PATATHTSCHADAU,pataDtSadaU,DtS,ENG
2168,ATALLADEU,QataLladOY,Ll,ENG
2169,ADÄHWADAI,QadE:wadaI,E:w,ENG
2170,ATATHJADEU,QataDjadOY,Dj,ENG
2171,ATAWDADAI,QatawdadaI,wd,ENG
2172,ADUHTHADAI,Qadu:DadaI,u:D,ENG
2173,ATEILADEU,QatEILadOY,EIL,ENG
2174,ATARMADEU,QatarmadOY,rm,ENG/ENG
2175,ATATH ADAI,QataDQadaI,DQ,ENG
2176,ATAWEITADEU,QatavEItadOY,vEI,ENG
2177,ATAMEITADEU,QatamEItadOY,mEI,ENG
2178,ATÄLLADEU,QatELadOY,EL,ENG
2179,PATAWPFADAU,patawpfadaU,wpf,ENG
2180,ATALSCHADAI,QataLZadaI,LZ,ENG
2181,ATATHERTADEU,QataT6tadOY,T6,ENG
2182,PATOUFADAU,pat@UfadaU,@Uf,ENG
2183,ATARSADAI,QatarzadaI,rz,ENG
2184,ADISSADAW,QadIsadaw,w*,ENG
2185,ATAMTHADAI,QatamDadaI,mD,ENG
2186,ADOUTZADAI,Qad@UtsadaI,@Uts,ENG
2187,ATATHATTADAU,QataDatadaU,Da,ENG
2188,ATATHEUTADEU,QataDOYtadOY,DOY,ENG
2189,ATATHSADAI,QataDsadaI,Ds,ENG
2190,ADAITHADAI,QadaIDadaI,aID,ENG
2191,ATOLLADEU,QatOLadOY,OL,ENG
2192,ATAIRADEU,QataIra:daU,aIr,ENG
2193,THADISADAI,DadizadaI,*D,ENG
2194,ATAWTHADAI,QatavDadaI,vD,ENG
2195,PATATHFADAU,pataDfadaU,Df,ENG
2196,PATOUKADAU,pat@UkadaU,@Uk,ENG
2197,ATADTHADAI,QatadDadaI,dD,ENG
2198,ADAWWADAI,QadawadaI,aw,ENG
2199,ADEI ADAI,QadEIQadaI,EIQ,ENG
2200,ADEIEITADAI,QadEIEItadaI,EIEI,ENG
2201,DATATHIEHTADEU,dataTi:tadOY,Ti:,ENG/ENG
2202,ATAWMADEU,QatawmadOY,wm,ENG
2203,ATEIATTADAU,QatEIatadaU,EIa,ENG
2204,ADÄHTHADAI,QadE:TadaI,E:T,ENG
2205,ADAUTHADAI,QadaUTadaI,aUT,ENG
2206,ATAJEITADEU,QatajEItadOY,jEI,ENG
2207,ATACHTHADAI,QataxTadaI,xT,ENG
2208,ATURRADEU,QatUradOY,Ur,ENG
2209,ATACHRADEU,Qataxra:daU,xr,ENG
2210,PATAWGADAU,patawgadaU,wg,ENG
2211,ATACHWADAI,QataxwadaI,xw,ENG
2212,ATTENGADEU,Qat@NadOY,@N,ENG
2213,ATORRADEU,QatOradOY,Or,DE
2214,PATARGADAU,patargadaU,rg,ENG
2215,ATAJTHADAI,QatajDadaI,jD,ENG
2216,ADEEWADAI,Qade:wadaI,e:w,ENG
2217,ATATHWADAI,QataTvadaI,Tv,ENG
2218,ATTECHWADAI,QatECwadaI,Cw,ENG
2219,ATATHLADEU,QataTladOY,Tl,ENG
2220,ATOUÖTTADAU,Qat@U9tadaU,@U9,ENG
2221,ATÖRRADEU,Qat9ra:daU,9r,ENG
2222,ATARTHADAI,QataRDadaI,RD,ENG
2223,ATATHSCHADAI,QataTSadaI,TS,ENG
2224,ATADOUTEU,Qatad@UtOY,d@U,ENG
2225,ATTEEITADEU,Qat@EItadOY,@EI,ENG
2226,ADEETHADAI,Qade:TadaI,e:T,ENG
2227,ATARPADAI,QatarpadaI,rp,ENG
2228,ATALLADEU,QatalLadOY,lL,ENG
2229,ATALATTADAU,QataLatadaU,La,ENG
2230,ATASCHLADEU,QataSLadOY,SL,ENG
2231,ATEIEDADEU,QataEI@dadOY,EI@,ENG
2232,ATATHSCHADAI,QataDZadaI,DZ,ENG
2233,ATATHOUTADEU,QataT@UtadOY,T@U,ENG
2234,ADOUBADAI,Qad@UbadaI,@Ub,ENG/ENG
2235,DATALÄHTADEU,dataLE:tadOY,LE:,ENG
2236,ATAREITEU,QatarEItOY,rEI,ENG
2237,ATATZEITEU,QatatsEItOY,tsEI,ENG/ENG
2238,ATALSADAI,QataLsadaI,Ls,ENG
2239,PATAWTSCHADAU,patawtSadaU,wtS,ENG
2240,DATALÖHTADEU,dataL2:tadOY,L2:,ENG
2241,ATANGEITADEU,QataNEItadOY,NEI,ENG
2242,ATASCHTHADAI,QataSDadaI,SD,ENG
2243,DATAROHTADEU,da:taro:tadOY,ro:,ENG
2244,DATATHÜHTADEU,dataTy:tadOY,Ty:,ENG
2245,ATATHHADEU,QataThadOY,Th,ENG
2246,ATATHRADEU,QataDRadOY,DR,ENG
2247,ATTERRADEU,Qat6ra:daU,6r,ENG
2248,ATALTHADAI,QatalTadaI,lT,ENG
2249,ATAPFTHADAI,QatapfDadaI,pfD,ENG
2250,ATÜHRADEU,Qaty:ra:daU,y:r,ENG
2251,ATAWRADEU,Qatavra:daU,vr,ENG
2252,ATOUÜTTADAU,Qat@UYtadaU,@UY,ENG
2253,DATAWÄHTADEU,datawE:tadOY,wE:,ENG
2254,ATARTADAI,QatartadaI,rt,ENG
2255,DATATHOHTADEU,dataTo:tadOY,To:,ENG
2256,ATAFOUTEU,Qataf@UtOY,f@U,ENG
2257,ATANLADEU,QatanLadOY,nL,ENG
2258,ATATHSCHADAI,QataTZadaI,TZ,ENG
2259,ATOUITTADAU,Qat@UItadaU,@UI,ENG
2260,DATARIEHTADEU,da:tari:tadOY,ri:,ENG
2261,ATAPTHADAI,QatapTadaI,pT,ENG
2262,ATATHÜTTADAU,QataTYtadaU,TY,ENG
2263,ATASCHOUTEU,QataS@UtOY,S@U,ENG
2264,ATATLADEU,QatatLadOY,tL,ENG
2265,ATAPFEITEU,QatapfEItOY,pfEI,ENG
2266,ATARSADAI,QatarsadaI,rs,ENG
2267,ATALMADEU,QataLmadOY,Lm,ENG
2268,ATEIMADEU,QatEImadOY,EIm,ENG
2269,ATALEUTADEU,QataLOYtadOY,LOY,ENG
2270,ADEISCHADAI,QadEIZadaI,EIZ,ENG
2271,ATAWRADEU,QatawRadOY,wR,ENG
2272,ATEIÄTTADAU,QatEIEtadaU,EIE,ENG
2273,ATAFEITEU,QatafEItOY,fEI,ENG
2274,THADISADAI,TadizadaI,*T,ENG
2275,ADEUTHADAI,QadOYTadaI,OYT,ENG
2276,ATAJTHADAI,QatajTadaI,jT,ENG
2277,ADÄHTHADAI,QadE:DadaI,E:D,ENG
2278,ATAJRADEU,Qatajra:daU,jr,ENG
2279,ATATZTHADAI,QatatsDadaI,tsD,ENG
2280,ATTEOUTADEU,Qat@@UtadOY,@@U,ENG
2281,APAKTHADAI,QapakTadaI,kT,ENG
2282,ADÖHTHADAI,Qad2:DadaI,2:D,ENG
2283,ATOUETADEU,Qat@U@tadOY,@U@,ENG
2284,ATARWADAI,QatarvadaI,rv,ENG
2285,ATATZWADAI,QatatswadaI,tsw,ENG
2286,ATEIITTADAU,QatEIItadaU,EII,ENG
2287,ATIRRADEU,QatIradOY,Ir,ENG
2288,ATALLETADEU,QataL@tadOY,L@,ENG
2289,ATAPRADEU,Qatapra:daU,pr,ENG
2290,ATATHEUTADEU,QataTOYtadOY,TOY,ENG
2291,ATTERWADAI,Qat6wadaI,6w,ENG
2292,ADOTHADAI,QadOTadaI,OT,ENG
2293,ATATHRADEU,QataTradOY,Tr,ENG
2294,ATASTHADAI,QatazDadaI,zD,ENG/ENG
2295,ATAROUTEU,Qatar@UtOY,r@U,ENG
2296,ATATHTHADAI,QataDTadaI,DT,ENG/ENG
2297,ATATHBADAI,QataDbadaI,Db,ENG/ENG
2298,ATAGWADAI,QatagwadaI,gw,ENG
2299,ATALÜTTADAU,QataLYtadaU,LY,ENG
2300,DATOUÜHTADEU,dat@Uy:tadOY,@Uy:,ENG
2301,DATOUÄHTADEU,dat@UE:tadOY,@UE:,ENG
2302,ADIETHADAI,Qadi:DadaI,i:D,ENG
2303,PATALKADAU,pataLkadaU,Lk,ENG
2304,DATALIEHTADEU,dataLi:tadOY,Li:,ENG
2305,ATALPADAI,QataLpadaI,Lp,ENG
2306,DATATHÄHTADEU,dataDE:tadOY,DE:,ENG
2307,ADOHWADAI,Qado:wadaI,o:w,ENG
2308,ATALTADAI,QataLtadaI,Lt,ENG
2309,ATATHTADAI,QataTtadaI,Tt,ENG
2310,ADAHTHADAI,Qada:DadaI,a:D,ENG
2311,ADEISADAI,QadEIsadaI,EIs,ENG
2312,ATAFTHADAI,QatafDadaI,fD,ENG
2313,ATARWADAI,QataRwadaI,Rw,ENG
2314,ADEICHADAI,QadEICadaI,EIC,ENG
2315,APAKEITEU,QapakEItOY,kEI,ENG
2316,ATARRERTADEU,Qatar6tadOY,r6,ENG
2317,ATAWATTADAU,QatawatadaU,wa,ENG
2318,APAKRADEU,Qapakra:daU,kr,ENG
2319,ATAFRADEU,Qatafra:dOY,fr,ENG
2320,DATARÄHTADEU,da:tarE:tadOY,rE:,ENG
2321,ATALLADEU,QataLadOY,aL,ENG
2322,PATOUPFADAU,pat@UpfadaU,@Upf,ENG
2323,ATATHÖTTADAU,QataT9tadaU,T9,ENG
2324,ATALSADAI,QataLzadaI,Lz,ENG
2325,ATARATTADAU,QataratadaU,ra,ENG
2326,ATASCHEITADEU,QataZEItadOY,ZEI,ENG
2327,ATEIUTTADAU,QatEIUtadaU,EIU,ENG
2328,ADÜHWADAI,Qady:wadaI,y:w,ENG
2329,DATAWEHTADEU,datawe:tadOY,we:,ENG
2330,DATATHÄHTADEU,dataTE:tadOY,TE:,ENG
2331,ADÖWWADAI,Qad9wadaI,9w,ENG
2332,ATATHAITADEU,QataTaItadOY,TaI,ENG
2333,ATARWADAI,QatarwadaI,rw,ENG
2334,ADOUSCHADAI,Qad@UZadaI,@UZ,ENG/ENG
2335,ATAFWADAI,QatafwadaI,fw,ENG
2336,ATATHOTTADAU,QataDOtadaU,DO,ENG
2337,ATATHÜTTADAU,QataDYtadaU,DY,ENG
2338,ATATHÖTTADAU,QataD9tadaU,D9,ENG
2339,EITATADAI,EItatadaI,*EI,ENG
2340,ATAWTADAI,QatawtadaI,wt,ENG
2341,ATATZRADEU,Qatatsra:daU,tsr,ENG
2342,PATALFADAU,pataLfadaU,Lf,ENG
2343,ATAWEITADEU,QatawEItadOY,wEI,ENG
2344,ADAITHADAI,QadaITadaI,aIT,ENG/ENG
2345,ATAWTHADAI,QatawTadaI,wT,ENG
2346,ATATHEITADEU,QataDEItadOY,DEI,ENG/ENG
2347,ADAUWADAI,QadaUwadaI,aUw,ENG/ENG
2348,ATADEITEU,QatadEItOY,dEI,ENG
2349,ATTEWADAI,Qat@wadaI,@w,ENG
2350,ATAJOUTADEU,Qataj@UtadOY,j@U,ENG
2351,ADEIBADAI,QadEIbadaI,EIb,ENG
2352,ATAULADEU,QataULadOY,aUL,ENG
2353,PATEIFADAU,patEIfadaU,EIf,ENG
2354,DATEIÄHTADEU,datEIE:tadOY,EIE:,ENG
2355,ATTECHOUTEU,QatEC@UtOY,C@U,ENG
2356,ATARLADEU,QataRLadOY,RL,ENG
2357,ATOURADEU,Qat@URadOY,@UR,ENG
2358,ATAWEUTADEU,QatawOYtadOY,wOY,ENG
2359,ATABWADAI,QatabwadaI,bw,ENG
2360,ADEIOUTADAI,QadEI@UtadaI,EI@U,ENG
2361,ATALCHADEU,QataLxadOY,Lx,ENG/ENG
2362,ATARTHADAI,QataRTadaI,RT,ENG
2363,PATOUGADAU,pat@UgadaU,@Ug,ENG
2364,ATTECHTHADAI,QatECDadaI,CD,ENG
2365,DATOUEHTADEU,dat@Ue:tadOY,@Ue:,ENG
2366,ATARRADEU,Qatara:daU,ar,ENG
2367,ATATHMADEU,QataDmadOY,Dm,ENG
2368,ATEINGADEU,QatEINadOY,EIN,ENG
2369,ATALTHDADAI,QataLDdadaI,LD,ENG
2370,ADUHWADAI,Qadu:wadaI,u:w,ENG/ENG
2371,ATATHJADEU,QataTjadOY,Tj,ENG
2372,ATATHERTADEU,QataD6tadOY,D6,ENG
2373,ADOUTADAI,Qad@UtadaI,@Ut,ENG
2374,ATASCHTHADAI,QataZDadaI,ZD,ENG
2375,ATALPFADAU,QataLpfadaU,Lpf,ENG
2376,ATATHNADEU,QataTnadOY,Tn,ENG
2377,ATALRADEU,QataLRadOY,LR,ENG
2378,ATALJADEU,QataLjadOY,Lj,ENG
2379,ATANGLADEU,QataNLadOY,NL,ENG
2380,ATATZLADEU,QatatsLadOY,tsL,ENG
2381,ADELCHADEU,Qad@LCadOY,LC,ENG
2382,ATALOUTADEU,QataL@UtadOY,L@U,ENG
2383,ATAWSCHADAI,QatawZadaI,wZ,ENG/ENG
2384,DATALAHTADEU,dataLa:tadOY,La:,ENG
2385,ADEWCHADAI,Qad@wCadaI,wC,ENG
2386,APAKLADEU,QapakLadOY,kL,ENG
2387,ATASEITEU,QatazEItOY,zEI,ENG
2388,ATASWADAI,QatazwadaI,zw,ENG
2389,ATANRADEU,Qatanra:daU,nr,ENG
2390,ATAGRADEU,Qata:gra:daU,gr,ENG
2391,ADETHCHADAI,Qad@TCadaI,TC,ENG
2392,PATATHPFADAU,pataTpfadaU,Tpf,ENG
2393,ATAWWETADEU,Qataw@tadOY,w@,ENG
2394,ATAWOUTADEU,Qatav@UtadOY,v@U,ENG
2395,ATULLADEU,QatULadOY,UL,ENG
2396,ADOTHADAI,QadODadaI,OD,ENG
2397,ADEDCHADAI,Qad@DCadaI,DC,ENG
2398,ATATSCHLADEU,QatatSLadOY,tSL,ENG
2399,ATÄRRADEU,QatEra:daU,Er,ENG
2400,ADÜTHADAI,QadYDadaI,YD,ENG
2401,DATAWOHTADEU,datawo:tadOY,wo:,ENG
2402,ATALTSADAU,QataLtsadaU,Lts,ENG
2403,ATUHLADEU,Qatu:LadOY,u:L,ENG
2404,ADOUEITADEU,Qad@UEItadOY,@UEI,ENG
2405,ATATHAUTADEU,QataDaUtadOY,DaU,ENG/ENG
2406,PATAWKADAU,patawkadaU,wk,ENG
2407,ADATHADAI,QadaTadaI,aT,ENG
2408,ATATHETADEU,QataT@tadOY,T@,ENG
2409,ADOUSADAI,Qad@UzadaI,@Uz,ENG
2410,ATASCHLADEU,QataZLadOY,ZL,ENG
2411,ADÖTHADAI,Qad9DadaI,9D,ENG
2412,ATAPFOUTEU,Qatapf@UtOY,pf@U,ENG
2413,ATANTHADAI,QatanTadaI,nT,ENG
2414,ADUHTHADEI,Qadu:TadaI,u:T,ENG
2415,ATATHSCHADAI,QataDSadaI,DS,ENG
2416,ATEIRADEU,QatEIRadOY,EIR,ENG
2417,ATATHITTADAU,QataDItadaU,DI,ENG
2418,ATAPLADEU,QatapLadOY,pL,ENG
2419,ATOHLADEU,Qato:LadOY,o:L,ENG
2420,ATATHHADEU,QataDhadOY,Dh,ENG
2421,ATATHLADEU,QataTLadOY,TL,ENG
2422,ATASCHRADEU,QataZradOY,Zr,ENG/ENG
2423,ADISSADATH,QadIsadaD,D*,ENG
2424,ATÄHLADEU,QatE:LadOY,E:L,ENG
2425,ATÜLLADEU,QatYLadOY,YL,ENG
2426,ATATHAUTADEU,QataTaUtadOY,TaU,ENG
2427,DATOUOHTADEU,dat@Uo:tadOY,@Uo:,ENG
2428,ATÄHRADEU,QatE:ra:daU,E:r,ENG
2429,DATALUHTADEU,dataLu:tadOY,Lu:,ENG
2430,ADOUTHADAI,Qad@UDadaI,@UD,ENG
2431,DATATHÜHTADEU,dataDy:tadOY,Dy:,ENG/ENG
2432,ATÖHRADEU,Qat2:ra:daU,2:r,ENG
2433,RADISADAI,ra:dizadaI,*r,ENG
2434,ATEULADEU,QatOYLadOY,OYL,ENG
2435,ATATHRADEU,QataDradOY,Dr,ENG
2436,ADÜWWADAI,QadYwadaI,Yw,ENG/ENG
2437,ATAWWADAI,QatawvadaI,wv,ENG
2438,ATTELADEU,Qat@LadOY,@L,ENG
2439,ATAWBADAI,QatawbadaI,wb,ENG
